StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,Gender,Age,Residence,Edu,Income,EPP,EAP,EPI,EAI,Luck_fair,Talent_fair,Effort_fair,Luck_control,Talent_control,Effort_control,Redist_pref,Polpref,uid,Ex Ante Personal,Ex Ante Impersonal,Ex Post Personal,Ex Post Impersonal,Payment High worker,Payment Low worker,Redistribute
2017-12-02 15:24:18,2017-12-02 15:24:46,0,100,28,1,2017-12-02 15:24:47,R_sHZ7KW9coKKL3Ut,anonymous,EN,1,0,19,31,2,2,,,,,,,,,,,,,197986915,,,,,,,
2017-12-02 15:20:23,2017-12-02 15:25:00,0,100,277,1,2017-12-02 15:25:01,R_Rf9yZj06SaBYu9b,anonymous,EN,1,0,74,6,5,2,3,,,,10,2,2,7,9,9,4,5,197986329,0,0,1,0,5,5,3
2017-12-02 15:22:58,2017-12-02 15:25:03,0,100,125,1,2017-12-02 15:25:04,R_1K86vra4M9CuVCB,anonymous,EN,1,1,63,38,2,2,,0,,,5,5,7,6,4,4,2,3,197986701,1,0,0,0,8,2,0
2017-12-02 15:20:51,2017-12-02 15:25:21,0,100,270,1,2017-12-02 15:25:22,R_10OTfXxMU3His5f,anonymous,EN,1,0,71,3,3,2,0,,,,2,1,1,2,8,8,2,4,197986375,0,0,1,0,8,2,0
2017-12-02 15:21:46,2017-12-02 15:25:26,0,100,220,1,2017-12-02 15:25:27,R_2VHHnLJiaWfyuLf,anonymous,EN,1,0,49,34,5,4,,,0,,5,1,1,5,10,10,2,5,197986527,0,0,0,1,8,2,0
2017-12-02 15:21:20,2017-12-02 15:25:51,0,100,270,1,2017-12-02 15:25:52,R_cOdua3Lb9bYtLPj,anonymous,EN,1,0,68,34,6,3,,,3,,7,3,3,4,3,8,2,2,197986453,0,0,0,1,5,5,3
2017-12-02 15:20:56,2017-12-02 15:26:00,0,100,304,1,2017-12-02 15:26:01,R_22LGXCawePZXJN4,anonymous,EN,1,0,36,10,2,1,,,,3,0,6,0,0,0,5,1,3,197986385,0,1,0,0,5,5,3
2017-12-02 15:24:09,2017-12-02 15:26:02,0,100,113,1,2017-12-02 15:26:03,R_1jdmsMpkkvdltLS,anonymous,EN,1,0,67,11,5,2,,,,0,10,0,0,7,4,2,5,3,197986895,0,1,0,0,8,2,0
2017-12-02 15:24:49,2017-12-02 15:26:07,0,100,78,1,2017-12-02 15:26:08,R_1DRU13CAXcuH1OW,anonymous,EN,1,0,34,31,7,4,,,0,,8,9,8,8,8,8,4,4,197987003,0,0,0,1,8,2,0
2017-12-02 15:23:08,2017-12-02 15:26:24,0,100,196,1,2017-12-02 15:26:26,R_31jBrIF2CzKnW4Y,anonymous,EN,1,0,50,45,3,2,,,3,,10,7,7,2,6,8,1,1,197986725,0,0,0,1,5,5,3
2017-12-02 15:24:37,2017-12-02 15:26:25,0,100,108,1,2017-12-02 15:26:25,R_1kRNoZFeQuSDKRb,anonymous,EN,1,0,42,33,4,3,,,3,,7,8,1,2,5,9,4,2,197986973,0,0,0,1,5,5,3
2017-12-02 15:23:17,2017-12-02 15:26:52,0,100,214,1,2017-12-02 15:26:52,R_2ZJQid2ioGIy3QT,anonymous,EN,1,0,76,1,5,4,3,,,,4,2,2,2,8,8,5,4,197986743,0,0,1,0,5,5,3
2017-12-02 15:20:17,2017-12-02 15:27:04,0,100,407,1,2017-12-02 15:27:05,R_3CV4ueUQHk37H04,anonymous,EN,1,0,36,42,3,4,,,0,,4,9,9,2,5,9,5,3,197986315,0,0,0,1,8,2,0
2017-12-02 15:22:58,2017-12-02 15:27:05,0,100,247,1,2017-12-02 15:27:06,R_1H0KpOox07Yrn5N,anonymous,EN,1,0,57,10,5,3,,,,0,7,2,5,3,7,7,2,2,197986703,0,1,0,0,8,2,0
2017-12-02 15:23:07,2017-12-02 15:27:10,0,100,242,1,2017-12-02 15:27:11,R_tLpPdusMdV80pi1,anonymous,EN,1,0,50,5,5,3,,,,0,4,4,4,6,7,7,2,4,197986719,0,1,0,0,8,2,0
2017-12-02 15:23:01,2017-12-02 15:27:31,0,100,269,1,2017-12-02 15:27:31,R_tFGRYLntm2RLzOx,anonymous,EN,1,0,42,33,3,2,2,,,,8,7,10,1,8,10,2,3,197986705,0,0,1,0,6,4,2
2017-12-02 15:25:05,2017-12-02 15:27:32,0,100,146,1,2017-12-02 15:27:33,R_1CrUXSuBi98gdgu,anonymous,EN,1,0,31,5,5,2,3,,,,10,0,0,3,10,10,5,2,197987039,0,0,1,0,5,5,3
2017-12-02 15:22:44,2017-12-02 15:27:51,0,100,307,1,2017-12-02 15:27:52,R_BSzmqy4av1VzcFH,anonymous,EN,1,0,43,33,5,5,,,3,,8,2,2,1,9,8,1,1,197986661,0,0,0,1,5,5,3
2017-12-02 15:28:00,2017-12-02 15:28:27,0,100,26,1,2017-12-02 15:28:28,R_yq13kLQTImHlxkZ,anonymous,EN,1,0,23,20,5,3,,,,,,,,,,,,,197987485,,,,,,,
2017-12-02 15:28:06,2017-12-02 15:28:28,0,100,22,1,2017-12-02 15:28:29,R_6G2TYBlIOkQKVnr,anonymous,EN,1,0,18,44,3,2,,,,,,,,,,,,,197987501,,,,,,,
2017-12-02 15:28:34,2017-12-02 15:28:36,0,100,2,1,2017-12-02 15:28:37,R_1fjejbL9jDsfjyj,anonymous,EN,2,,,,,,,,,,,,,,,,,,197987575,,,,,,,
2017-12-02 15:23:18,2017-12-02 15:29:12,0,100,353,1,2017-12-02 15:29:13,R_3gUGRGVBWOzEmqN,anonymous,EN,1,0,44,10,2,2,,0,,,10,0,0,0,10,10,1,2,197986751,1,0,0,0,8,2,0
2017-12-02 15:28:59,2017-12-02 15:29:20,0,100,20,1,2017-12-02 15:29:21,R_3jTc6pWN2lJ5fRN,anonymous,EN,1,0,18,14,2,1,,,,,,,,,,,,,197987663,,,,,,,
2017-12-02 15:28:45,2017-12-02 15:29:26,0,100,41,1,2017-12-02 15:29:27,R_2ebbYe9HifZWuXn,anonymous,EN,1,0,26,10,6,1,,,,,,,,,,,,,197987599,,,,,,,
2017-12-02 15:29:17,2017-12-02 15:29:29,0,100,12,1,2017-12-02 15:29:29,R_3QVIYT0HifRMvED,anonymous,EN,1,0,25,11,6,4,,,,,,,,,,,,,197987719,,,,,,,
2017-12-02 15:26:08,2017-12-02 15:29:37,0,100,208,1,2017-12-02 15:29:38,R_3oL6HEC5PxtgE4P,anonymous,EN,1,0,54,24,2,3,,4,,,8,8,6,1,10,10,2,3,197987197,1,0,0,0,4,6,4
2017-12-02 15:29:27,2017-12-02 15:29:57,0,100,29,1,2017-12-02 15:29:58,R_2yse5q8Brpdcuht,anonymous,EN,1,0,27,6,4,4,,,,,,,,,,,,,197987749,,,,,,,
2017-12-02 15:29:19,2017-12-02 15:30:06,0,100,46,1,2017-12-02 15:30:06,R_1CCmpvSyGY4JezJ,anonymous,EN,1,1,26,17,3,2,,,,,,,,,,,,,197987723,,,,,,,
2017-12-02 15:29:12,2017-12-02 15:30:06,0,100,54,1,2017-12-02 15:30:06,R_3J8BLmLd3Qnwukm,anonymous,EN,1,0,27,33,3,1,,,,,,,,,,,,,197987691,,,,,,,
2017-12-02 15:29:19,2017-12-02 15:30:11,0,100,52,1,2017-12-02 15:30:12,R_1SrWszRZU1S4Gxr,anonymous,EN,1,0,21,11,2,2,,,,,,,,,,,,,197987725,,,,,,,
2017-12-02 15:30:12,2017-12-02 15:30:36,0,100,23,1,2017-12-02 15:30:36,R_3sAn15RxtPYQzAZ,anonymous,EN,1,0,23,33,2,1,,,,,,,,,,,,,197987871,,,,,,,
2017-12-02 15:29:12,2017-12-02 15:30:50,0,100,97,1,2017-12-02 15:30:51,R_2dlQhG3ToPheftN,anonymous,EN,1,0,61,15,2,2,6,,,,5,5,5,5,6,5,3,3,197987695,0,0,1,0,2,8,6
2017-12-02 15:30:24,2017-12-02 15:30:52,0,100,28,1,2017-12-02 15:30:53,R_1IKJVwEUgU4MrDW,anonymous,EN,1,0,18,39,2,1,,,,,,,,,,,,,197987905,,,,,,,
2017-12-02 15:26:37,2017-12-02 15:31:15,0,100,278,1,2017-12-02 15:31:16,R_3KrQ9GAoSgD7RWe,anonymous,EN,1,0,50,39,2,3,0,,,,0,0,0,3,2,1,5,4,197987267,0,0,1,0,8,2,0
2017-12-02 15:30:34,2017-12-02 15:31:24,0,100,50,1,2017-12-02 15:31:25,R_TontcModvxsK0kp,anonymous,EN,1,0,22,25,5,2,,,,,,,,,,,,,197987933,,,,,,,
2017-12-02 15:28:59,2017-12-02 15:31:25,0,100,146,1,2017-12-02 15:31:26,R_2P57L8c3OrOf7dR,anonymous,EN,1,0,50,10,5,4,0,,,,9,1,3,5,7,9,2,2,197987655,0,0,1,0,8,2,0
2017-12-02 15:29:06,2017-12-02 15:31:37,0,100,151,1,2017-12-02 15:31:38,R_2VKhg03I5PBg8xz,anonymous,EN,1,0,59,36,2,4,,0,,,9,1,1,1,9,9,4,4,197987671,1,0,0,0,8,2,0
2017-12-02 15:28:39,2017-12-02 15:31:50,0,100,190,1,2017-12-02 15:31:50,R_1pPRyONmOwHtP8m,anonymous,EN,1,0,66,22,5,2,,,,3,10,0,0,0,4,10,3,2,197987589,0,1,0,0,5,5,3
2017-12-02 15:31:12,2017-12-02 15:32:25,0,100,72,1,2017-12-02 15:32:26,R_3NMplCUNv7T2Dct,anonymous,EN,1,0,40,45,5,3,,2,,,7,8,6,8,7,6,2,3,197988025,1,0,0,0,6,4,2
2017-12-02 15:28:52,2017-12-02 15:32:32,0,100,219,1,2017-12-02 15:32:33,R_2YsadzAlTrAkE7v,anonymous,EN,1,0,41,48,7,5,,,0,,5,0,0,0,2,10,4,3,197987641,0,0,0,1,8,2,0
2017-12-02 15:30:31,2017-12-02 15:32:33,0,100,121,1,2017-12-02 15:32:34,R_3iDnRnLCwraZJUQ,anonymous,EN,1,0,63,10,5,2,,3,,,10,0,0,5,5,10,1,2,197987925,1,0,0,0,5,5,3
2017-12-02 15:29:13,2017-12-02 15:32:35,0,100,202,1,2017-12-02 15:32:36,R_u1EnKBsTbEWnCDL,anonymous,EN,1,0,31,22,2,1,,2,,,10,0,0,1,0,0,1,3,197987697,1,0,0,0,6,4,2
2017-12-02 15:28:19,2017-12-02 15:32:37,0,100,257,1,2017-12-02 15:32:37,R_3G3TTL8ghTUqeEG,anonymous,EN,1,0,39,18,6,1,,0,,,5,8,9,1,7,10,5,5,197987531,1,0,0,0,8,2,0
2017-12-02 15:29:06,2017-12-02 15:32:49,0,100,222,1,2017-12-02 15:32:49,R_OdJfZzajpb46BKV,anonymous,EN,1,0,71,45,2,3,0,,,,5,5,6,5,5,5,4,3,197987673,0,0,1,0,8,2,0
2017-12-02 15:32:48,2017-12-02 15:33:08,0,100,19,1,2017-12-02 15:33:08,R_1BbkZSgUB4hT8tz,anonymous,EN,1,0,28,44,2,3,,,,,,,,,,,,,197988233,,,,,,,
2017-12-02 15:32:49,2017-12-02 15:33:14,0,100,24,1,2017-12-02 15:33:14,R_2rwhzas3DWiPfVk,anonymous,EN,1,0,28,10,5,4,,,,,,,,,,,,,197988239,,,,,,,
2017-12-02 15:29:09,2017-12-02 15:33:20,0,100,250,1,2017-12-02 15:33:21,R_1jMTypwTKfDJGOK,anonymous,EN,1,0,51,46,3,4,,,3,,5,2,2,3,7,8,2,3,197987677,0,0,0,1,5,5,3
2017-12-02 15:21:09,2017-12-02 15:33:25,0,100,736,1,2017-12-02 15:33:26,R_3MAoZAmmIunn9rG,anonymous,EN,1,0,37,46,5,1,,,,6,5,5,5,5,5,5,3,3,197986431,0,1,0,0,2,8,6
2017-12-02 15:33:06,2017-12-02 15:33:33,0,100,26,1,2017-12-02 15:33:34,R_2c6gho4rDEkvAEg,anonymous,EN,1,1,28,16,6,4,,,,,,,,,,,,,197988281,,,,,,,
2017-12-02 15:30:06,2017-12-02 15:33:36,0,100,210,1,2017-12-02 15:33:37,R_25vjXCJ1hkfGyJu,anonymous,EN,1,0,44,22,4,2,,,,0,7,3,1,0,7,10,5,2,197987843,0,1,0,0,8,2,0
2017-12-02 15:29:33,2017-12-02 15:33:38,0,100,245,1,2017-12-02 15:33:39,R_yUwas1Mv05xhv21,anonymous,EN,1,0,70,34,6,5,,,3,,7,1,1,4,7,9,5,3,197987765,0,0,0,1,5,5,3
2017-12-02 15:32:52,2017-12-02 15:33:52,0,100,60,1,2017-12-02 15:33:53,R_3m7wxgvXlxnXbYd,anonymous,EN,1,0,31,21,5,2,,4,,,8,9,7,7,9,7,1,5,197988249,1,0,0,0,4,6,4
2017-12-02 15:28:52,2017-12-02 15:34:02,0,100,309,1,2017-12-02 15:34:03,R_1IXkPWoUMaTnujA,anonymous,EN,1,0,54,39,5,3,,,,3,8,1,1,4,7,10,4,5,197987639,0,1,0,0,5,5,3
2017-12-02 15:33:32,2017-12-02 15:34:04,0,100,31,1,2017-12-02 15:34:05,R_1jO46AGlk8ClQi8,anonymous,EN,1,0,21,3,5,2,,,,,,,,,,,,,197988351,,,,,,,
2017-12-02 15:33:43,2017-12-02 15:34:07,0,100,23,1,2017-12-02 15:34:08,R_29nYQJ5U71ZcoNT,anonymous,EN,1,0,19,42,7,5,,,,,,,,,,,,,197988383,,,,,,,
2017-12-02 15:33:17,2017-12-02 15:34:14,0,100,56,1,2017-12-02 15:34:15,R_2ALPQphnuyoIUwu,anonymous,EN,1,0,37,21,5,3,,,3,,4,0,0,7,0,0,1,2,197988317,0,0,0,1,5,5,3
2017-12-02 15:29:25,2017-12-02 15:34:15,0,100,289,1,2017-12-02 15:34:16,R_wNLdYFkn3p9KdNf,anonymous,EN,1,0,43,10,6,4,,,,3,9,2,2,4,3,2,4,2,197987745,0,1,0,0,5,5,3
2017-12-02 15:33:58,2017-12-02 15:34:22,0,100,24,1,2017-12-02 15:34:22,R_ONXEP22dtdvSLu1,anonymous,EN,1,0,30,23,5,4,,,,,,,,,,,,,197988427,,,,,,,
2017-12-02 15:33:53,2017-12-02 15:34:26,0,100,32,1,2017-12-02 15:34:26,R_d0WdOsUeeX1giCR,anonymous,EN,1,0,26,45,5,2,,,,,,,,,,,,,197988413,,,,,,,
2017-12-02 15:33:05,2017-12-02 15:34:29,0,100,84,1,2017-12-02 15:34:30,R_3MSCvyZiip0wVQc,anonymous,EN,1,0,38,33,5,2,,,2,,8,8,8,1,1,3,5,4,197988273,0,0,0,1,6,4,2
2017-12-02 15:29:13,2017-12-02 15:34:32,0,100,318,1,2017-12-02 15:34:33,R_3lxWNJT924MUATt,anonymous,EN,1,0,49,14,2,2,,,,3,10,0,0,0,0,0,3,3,197987701,0,1,0,0,5,5,3
2017-12-02 15:34:19,2017-12-02 15:34:48,0,100,28,1,2017-12-02 15:34:49,R_1pKmyKPG0Ht8kLM,anonymous,EN,1,0,27,3,2,2,,,,,,,,,,,,,197988467,,,,,,,
2017-12-02 15:33:30,2017-12-02 15:34:48,0,100,78,1,2017-12-02 15:34:48,R_3IQes7rIggup81U,anonymous,EN,1,0,29,22,6,4,,,,,,,,,,,,,197988347,,,,,,,
2017-12-02 15:32:33,2017-12-02 15:34:53,0,100,139,1,2017-12-02 15:34:53,R_2OUx6cfkTGGtKpZ,anonymous,EN,1,0,72,36,5,1,,,3,,10,1,1,1,9,9,2,3,197988191,0,0,0,1,5,5,3
2017-12-02 15:28:34,2017-12-02 15:35:00,0,100,385,1,2017-12-02 15:35:01,R_2S1skUmHbhzkazX,anonymous,EN,1,0,59,14,5,2,3,,,,10,0,0,0,10,10,3,3,197987579,0,0,1,0,5,5,3
2017-12-02 15:30:36,2017-12-02 15:35:02,0,100,265,1,2017-12-02 15:35:02,R_3mfMy67DbgvCNeb,anonymous,EN,1,0,67,10,3,2,0,,,,9,3,1,1,9,8,4,3,197987945,0,0,1,0,8,2,0
2017-12-02 15:29:23,2017-12-02 15:35:18,0,100,355,1,2017-12-02 15:35:19,R_XBpXxWuw0YWciOZ,anonymous,EN,1,1,33,44,2,2,,,0,,10,7,3,8,3,1,4,3,197987737,0,0,0,1,8,2,0
2017-12-02 15:33:05,2017-12-02 15:35:18,0,100,133,1,2017-12-02 15:35:19,R_VU8U5vVmvdXrZa9,anonymous,EN,1,0,39,39,3,1,,,,2,10,0,10,0,10,10,1,1,197988275,0,1,0,0,6,4,2
2017-12-02 15:32:49,2017-12-02 15:35:20,0,100,151,1,2017-12-02 15:35:21,R_3s7xfZCxpd2M1uy,anonymous,EN,1,0,37,14,5,1,3,,,,5,5,5,5,5,4,2,2,197988241,0,0,1,0,5,5,3
2017-12-02 15:33:01,2017-12-02 15:35:22,0,100,141,1,2017-12-02 15:35:23,R_VXt6P7Y5z9rv1zb,anonymous,EN,1,0,45,1,5,3,,,3,,8,0,0,8,8,8,4,5,197988265,0,0,0,1,5,5,3
2017-12-02 15:33:08,2017-12-02 15:35:23,0,100,135,1,2017-12-02 15:35:24,R_3LiOqrJQbnhk6kA,anonymous,EN,1,0,39,29,4,4,,,,4,7,2,2,5,4,6,2,3,197988287,0,1,0,0,4,6,4
2017-12-02 15:33:01,2017-12-02 15:35:27,0,100,145,1,2017-12-02 15:35:28,R_270V9hGmoVfEUiZ,anonymous,EN,1,0,58,5,5,1,,3,,,10,0,0,5,7,8,5,4,197988263,1,0,0,0,5,5,3
2017-12-02 15:28:21,2017-12-02 15:35:29,0,100,428,1,2017-12-02 15:35:30,R_2YPzRNdNbJhRqsA,anonymous,EN,1,0,49,33,7,5,,,,0,7,2,2,8,8,8,4,2,197987541,0,1,0,0,8,2,0
2017-12-02 15:28:52,2017-12-02 15:35:35,0,100,402,1,2017-12-02 15:35:36,R_2whvJPVUpteOKHg,anonymous,EN,1,0,42,28,5,5,,,,3,8,2,2,2,4,4,2,2,197987637,0,1,0,0,5,5,3
2017-12-02 15:33:08,2017-12-02 15:35:44,0,100,155,1,2017-12-02 15:35:44,R_3qWNsvCMJo6v5g2,anonymous,EN,1,0,39,18,2,1,6,,,,10,0,0,10,7,10,2,4,197988283,0,0,1,0,2,8,6
2017-12-02 15:34:12,2017-12-02 15:35:43,0,100,91,1,2017-12-02 15:35:44,R_10YrndS75NPyCb7,anonymous,EN,1,0,19,11,3,2,,,,,,,,,,,,,197988453,,,,,,,
2017-12-02 15:33:35,2017-12-02 15:35:51,0,100,136,1,2017-12-02 15:35:51,R_3kw7xNZR36gTOn8,anonymous,EN,1,0,61,42,4,3,,,,3,4,1,1,2,2,9,3,2,197988363,0,1,0,0,5,5,3
2017-12-02 15:29:21,2017-12-02 15:35:59,0,100,398,1,2017-12-02 15:36:00,R_1kT7zkoSJYdcPTm,anonymous,EN,1,0,58,51,2,2,,3,,,10,1,1,5,5,9,2,3,197987729,1,0,0,0,5,5,3
2017-12-02 15:33:28,2017-12-02 15:36:03,0,100,155,1,2017-12-02 15:36:04,R_yjBCHkUETviouvD,anonymous,EN,1,0,62,39,6,2,3,,,,10,0,0,2,8,10,4,3,197988341,0,0,1,0,5,5,3
2017-12-02 15:32:48,2017-12-02 15:36:06,0,100,198,1,2017-12-02 15:36:07,R_2TNnUfe3ZfLMF1p,anonymous,EN,1,0,66,23,5,3,,,,3,9,5,3,2,7,9,2,2,197988229,0,1,0,0,5,5,3
2017-12-02 15:34:16,2017-12-02 15:36:09,0,100,112,1,2017-12-02 15:36:10,R_1LAkoAK0iCgRujO,anonymous,EN,1,0,19,42,3,4,,,,,,,,,,,,,197988465,,,,,,,
2017-12-02 15:33:48,2017-12-02 15:36:28,0,100,159,1,2017-12-02 15:36:28,R_2bVqfHppxdRLRZB,anonymous,EN,1,0,54,36,6,2,,,3,,10,5,0,0,5,10,3,5,197988399,0,0,0,1,5,5,3
2017-12-02 15:34:13,2017-12-02 15:36:59,0,100,166,1,2017-12-02 15:37:00,R_25Gv0ZD9iv9WNqh,anonymous,EN,1,0,46,45,5,2,,,,0,5,0,0,0,0,9,4,3,197988455,0,1,0,0,8,2,0
2017-12-02 15:33:33,2017-12-02 15:37:12,0,100,219,1,2017-12-02 15:37:13,R_BV9sWYUDsrUqwJH,anonymous,EN,1,0,52,45,5,3,,,3,,4,3,2,7,7,9,5,3,197988353,0,0,0,1,5,5,3
2017-12-02 15:33:56,2017-12-02 15:37:21,0,100,204,1,2017-12-02 15:37:21,R_1oooyuLhKnvrQD3,anonymous,EN,1,0,37,7,5,3,0,,,,5,5,5,5,5,5,2,3,197988423,0,0,1,0,8,2,0
2017-12-02 15:34:27,2017-12-02 15:37:26,0,100,178,1,2017-12-02 15:37:26,R_3L7NhHlkBJJMwkR,anonymous,EN,1,0,47,48,5,2,,,,2,1,1,2,8,9,6,1,3,197988481,0,1,0,0,6,4,2
2017-12-02 15:33:36,2017-12-02 15:37:26,0,100,229,1,2017-12-02 15:37:27,R_1q1TYDBQ8A0EhpB,anonymous,EN,1,0,68,45,7,1,,3,,,7,3,1,3,8,8,4,3,197988367,1,0,0,0,5,5,3
2017-12-02 15:30:26,2017-12-02 15:37:38,0,100,432,1,2017-12-02 15:37:39,R_21dJ8UGtLkseSML,anonymous,EN,1,0,61,14,2,3,3,,,,6,1,6,1,1,1,1,3,197987913,0,0,1,0,5,5,3
2017-12-02 15:34:52,2017-12-02 15:37:41,0,100,168,1,2017-12-02 15:37:42,R_1g7oxBTlg1885Jc,anonymous,EN,1,0,69,14,3,1,,3,,,8,3,3,2,5,8,1,4,197988523,1,0,0,0,5,5,3
2017-12-02 15:33:14,2017-12-02 15:37:41,0,100,266,1,2017-12-02 15:37:41,R_Y0jUQiq14SyWahb,anonymous,EN,1,0,59,10,3,1,2,,,,5,2,5,4,6,7,2,3,197988305,0,0,1,0,6,4,2
2017-12-02 15:34:15,2017-12-02 15:37:44,0,100,208,1,2017-12-02 15:37:45,R_2rARkt8FXvJ1tC8,anonymous,EN,1,0,75,45,6,3,3,,,,9,1,1,3,8,9,5,4,197988459,0,0,1,0,5,5,3
2017-12-02 15:35:25,2017-12-02 15:37:54,0,100,149,1,2017-12-02 15:37:55,R_2cnI0w3vN7QDw1O,anonymous,EN,1,0,68,39,5,3,2,,,,2,8,8,1,8,9,5,5,197988591,0,0,1,0,6,4,2
2017-12-02 15:34:19,2017-12-02 15:37:56,0,100,216,1,2017-12-02 15:37:57,R_PFKG8fGf8TMcprP,anonymous,EN,1,0,68,23,5,3,0,,,,5,0,0,0,10,10,5,4,197988471,0,0,1,0,8,2,0
2017-12-02 15:35:33,2017-12-02 15:38:00,0,100,147,1,2017-12-02 15:38:01,R_9sigjGlZ4RsSbOF,anonymous,EN,1,0,34,49,2,3,,2,,,6,8,4,8,6,4,4,3,197988607,1,0,0,0,6,4,2
2017-12-02 15:33:51,2017-12-02 15:38:09,0,100,258,1,2017-12-02 15:38:10,R_30173kRWyxWY5pq,anonymous,EN,1,0,45,34,2,3,,,,0,5,2,1,5,2,1,4,3,197988409,0,1,0,0,8,2,0
2017-12-02 15:33:55,2017-12-02 15:38:35,0,100,280,1,2017-12-02 15:38:36,R_3psgoYBU134M286,anonymous,EN,1,0,70,37,3,2,,,0,,5,3,1,8,5,1,3,3,197988421,0,0,0,1,8,2,0
2017-12-02 15:34:33,2017-12-02 15:39:14,0,100,280,1,2017-12-02 15:39:14,R_1Ol8xZpnLeZEvhC,anonymous,EN,1,0,35,18,2,2,3,,,,10,1,2,6,3,3,1,5,197988491,0,0,1,0,5,5,3
2017-12-02 15:35:36,2017-12-02 15:39:16,0,100,219,1,2017-12-02 15:39:16,R_Dd8DozQnMS4eqyJ,anonymous,EN,1,0,48,18,3,1,,,,0,0,0,10,1,1,0,2,3,197988613,0,1,0,0,8,2,0
2017-12-02 15:34:26,2017-12-02 15:39:20,0,100,294,1,2017-12-02 15:39:21,R_3NUJi7VIfQbEY5H,anonymous,EN,1,0,50,45,3,2,,,,6,5,5,3,4,7,6,2,4,197988479,0,1,0,0,2,8,6
2017-12-02 15:35:29,2017-12-02 15:39:28,0,100,238,1,2017-12-02 15:39:29,R_ZBL5UJvNiS5iLrr,anonymous,EN,1,1,50,50,2,2,,,,3,10,2,1,5,10,10,1,3,197988603,0,1,0,0,5,5,3
2017-12-02 15:35:58,2017-12-02 15:39:47,0,100,228,1,2017-12-02 15:39:48,R_2fpQ9fTKyRFJaAO,anonymous,EN,1,0,41,11,4,3,,,3,,0,1,4,0,8,5,3,3,197988655,0,0,0,1,5,5,3
2017-12-02 15:34:12,2017-12-02 15:40:10,0,100,358,1,2017-12-02 15:40:11,R_1nT9uvo0XOMkZ7N,anonymous,EN,1,0,33,5,5,4,,3,,,8,2,1,1,8,9,1,3,197988449,1,0,0,0,5,5,3
2017-12-02 15:32:56,2017-12-02 15:40:18,0,100,441,1,2017-12-02 15:40:18,R_2uyXu9s49ZA9l3p,anonymous,EN,1,0,40,11,5,5,,0,,,8,1,0,2,6,10,2,2,197988253,1,0,0,0,8,2,0
2017-12-02 15:35:14,2017-12-02 15:40:19,0,100,305,1,2017-12-02 15:40:20,R_1C8yqqE1adcJ4Au,anonymous,EN,1,0,48,22,6,4,,,0,,10,0,0,3,9,9,5,4,197988557,0,0,0,1,8,2,0
2017-12-02 15:34:36,2017-12-02 15:40:25,0,100,348,1,2017-12-02 15:40:25,R_5pgu059c63hOGpb,anonymous,EN,1,0,36,36,3,4,,,0,,10,0,0,0,10,10,5,3,197988497,0,0,0,1,8,2,0
2017-12-02 15:34:11,2017-12-02 15:40:28,0,100,376,1,2017-12-02 15:40:29,R_11j9EENZx7YxQDU,anonymous,EN,1,0,45,44,3,1,,0,,,10,3,4,5,9,4,4,3,197988451,1,0,0,0,8,2,0
2017-12-02 15:28:49,2017-12-02 15:40:27,0,100,698,1,2017-12-02 15:40:28,R_3EmX0nrMhaptN4x,anonymous,EN,1,0,50,48,6,5,,3,,,9,1,1,1,6,9,4,1,197987627,1,0,0,0,5,5,3
2017-12-02 15:29:43,2017-12-02 15:40:40,0,100,656,1,2017-12-02 15:40:41,R_3PUmmONUIqFMtdr,anonymous,EN,1,0,55,39,2,1,,,1,,10,0,0,0,0,10,5,5,197987779,0,0,0,1,7,3,1
2017-12-02 15:39:26,2017-12-02 15:42:24,0,100,178,1,2017-12-02 15:42:25,R_3KKRWIToH8n8Aoh,anonymous,EN,1,0,34,21,3,3,,,2,,4,3,4,3,4,4,2,2,197989035,0,0,0,1,6,4,2
2017-12-02 15:36:52,2017-12-02 15:42:39,0,100,346,1,2017-12-02 15:42:39,R_AyZzKYOt2gFKArD,anonymous,EN,1,0,39,19,4,4,3,,,,5,5,1,0,0,10,5,4,197988737,0,0,1,0,5,5,3
2017-12-02 15:38:57,2017-12-02 15:44:00,0,100,303,1,2017-12-02 15:44:01,R_1mPAJiwjm8PChLG,anonymous,EN,1,0,60,48,6,2,,,,3,5,1,9,7,8,8,4,2,197988983,0,1,0,0,5,5,3
2017-12-02 15:39:50,2017-12-02 15:44:21,0,100,270,1,2017-12-02 15:44:22,R_3JsnWMCDvIXzXl2,anonymous,EN,1,0,31,11,2,1,3,,,,10,0,0,10,0,0,1,3,197989071,0,0,1,0,5,5,3
2017-12-02 15:43:55,2017-12-02 15:44:25,0,100,29,1,2017-12-02 15:44:25,R_3knBYuP4fu0pIXy,anonymous,EN,1,0,26,21,4,2,,,,,,,,,,,,,197989609,,,,,,,
2017-12-02 15:44:21,2017-12-02 15:44:25,0,100,3,1,2017-12-02 15:44:25,R_UR7Dg4IFLsZKNPz,anonymous,EN,2,,,,,,,,,,,,,,,,,,197989701,,,,,,,
2017-12-02 15:44:00,2017-12-02 15:44:29,0,100,28,1,2017-12-02 15:44:29,R_2uHXAnEt3hPxS4z,anonymous,EN,1,0,20,3,4,2,,,,,,,,,,,,,197989625,,,,,,,
